"","species","latitudinal_zone","mycorrhizal_association","nitrogen_fixation_status","plant_growth_form","NA","NA"
"1567","Fraxinus micrantha","tropical","AM",0,"angiosperm",16.304166773955,1874
"1570","Fraxinus pennsylvanica","temperate","AM",0,"angiosperm",14.0795774266338,1237.95070422535
"1572","Freycinetia arborea","tropical","AM",0,"angiosperm",16.2791666487853,1660.5
"1574","Fridericia prancei","tropical","AM",0,"angiosperm",25.387499888738,1875
"1575","Froesia diffusa","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1576","Fuchsia excorticata","temperate","AM",0,"angiosperm",10.2486111828023,2566.5
"1578","Fuchsia paniculata","tropical","AM",0,"angiosperm",14.620833158493,2286
"1581","Funtumia elastica","tropical","AM",0,"angiosperm",26.6583334604899,1489
"1583","Fusaea longifolia","tropical","AM",0,"angiosperm",25.9445833365122,2746.4
"1584","Gamblea ciliata","tropical","AM",0,"angiosperm",11.6458334252238,985
"1585","Garcia nutans","tropical","AM",0,"angiosperm",22.908333381017,3073
"1586","Garcinia bancana","tropical","AM",0,"angiosperm",26.7541665236155,1942
"1587","Garcinia brasiliensis","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1588","Garcinia cowa","tropical","AM",0,"angiosperm",21.6066666682561,1677.6
"1589","Garcinia gerrardii","tropical","AM",0,"angiosperm",20.7458335955938,1007
"1590","Garcinia intermedia","tropical","AM",0,"angiosperm",23.4607455772266,2345.31578947368
"1591","Garcinia macrophylla","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1592","Garcinia madruno","tropical","AM",0,"angiosperm",25.2239583805203,3253.1875
"1593","Garcinia malaccensis","tropical","AM",0,"angiosperm",26.7541665236155,1942
"1594","Garcinia mangostana","tropical","AM",0,"angiosperm",26.9416667620341,1691
"1596","Garcinia oblongifolia","tropical","AM",0,"angiosperm",21.6854166785876,1731.66666666667
"1598","Garcinia paucinervis","tropical","AM",0,"angiosperm",22.6958331664403,1419
"1601","Garcinia tinctoria","tropical","AM",0,"angiosperm",22.6958331664403,1419
"1602","Garcinia xanthochymus","tropical","AM",0,"angiosperm",22.970833281676,1388
"1604","Gardenia jasminoides","tropical","AM",0,"angiosperm",18.934126989236,1391
"1605","Gardenia latifolia","tropical","AM",0,"angiosperm",24.8569444815318,1321.33333333333
"1606","Gardenia volkensii","tropical","AM",0,"angiosperm",21.2249999841054,973
"1607","Garrya elliptica","tropical","AM",0,"angiosperm",16.6375000476837,561
"1608","Garrya glaberrima","tropical","AM",0,"angiosperm",17.683333337307,746
"1609","Garrya laurifolia","tropical","AM",0,"angiosperm",18.4354166785876,881
"1610","Garrya ovata","tropical","AM",0,"angiosperm",16.6375000476837,561
"1611","Geissospermum laeve","tropical","AM",0,"angiosperm",25.6708334287008,3327
"1612","Genipa americana","tropical","AM",0,"angiosperm",26.819047609965,1719.85714285714
"1616","Geonoma aspidiifolia","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1617","Geonoma congesta","tropical","AM",0,"angiosperm",26.875,1933
"1618","Geonoma edulis","tropical","AM",0,"angiosperm",14.620833158493,2286
"1619","Geonoma maxima","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1620","Geonoma orbignyana","tropical","AM",0,"angiosperm",14.653124978145,2380.75
"1621","Geonoma stricta","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1622","Geonoma triglochin","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1623","Gillbeea adenopetala","tropical","AM",0,"angiosperm",21.0875000953674,2464
"1625","Gironniera subaequalis","tropical","AM",0,"angiosperm",22.0898147733123,1733.66666666667
"1626","Gleditsia triacanthos","temperate","AM",0,"angiosperm",10.3375001102686,991
"1627","Gliricidia sepium","tropical","AM",1,"angiosperm",26.9812498788039,1438.25
"1628","Globularia alypum","temperate","AM",0,"angiosperm",14.5650001128515,649.6
"1629","Globularia cambessedesii","temperate","AM",0,"angiosperm",16.120833337307,631
"1630","Glochidion puberum","tropical","AM",0,"angiosperm",15.2032407340076,1039.66666666667
"1631","Gloeospermum sphaerocarpum","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1632","Glycydendron amazonicum","tropical","AM",0,"angiosperm",25.5986112356186,2793.16666666667
"1634","Gnetum montanum","tropical","ECM",0,"gymnosperm",20.8388888703452,1738.33333333333
"1635","Gnetum parvifolium","tropical","ECM",0,"gymnosperm",20.789583414793,1654.75
"1636","Gnetum pendulum","tropical","ECM",0,"gymnosperm",19.6041667064031,1564
"1637","Godmania aesculifolia","tropical","AM",0,"angiosperm",26.4583332803514,1682.33333333333
"1640","Gompholobium grandiflorum","temperate","ECM",1,"angiosperm",17.7173610760106,1249.66666666667
"1642","Goniothalamus griffithii","tropical","AM",0,"angiosperm",20.9263890120718,1810.5
"1644","Goodenia ovata","temperate","AM",0,"angiosperm",13.3583333976567,709
"1645","Gordonia axillaris","tropical","AM",0,"angiosperm",24.0500001443757,1314
"1647","Gordonia fruticosa","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1650","Goupia glabra","tropical","AM",0,"angiosperm",26.1000661950894,3064.22222222222
"1652","Grayia spinosa","temperate","AM",0,"angiosperm",19.191666526099,143
"1653","Grewia asiatica","tropical","AM",0,"angiosperm",26.3458332353168,1044
"1654","Grewia bicolor","tropical","AM",0,"angiosperm",22.0833333730698,425.333333333333
"1655","Grewia biloba","temperate","AM",0,"angiosperm",13.9929166867087,971.4
"1656","Grewia flava","tropical","AM",0,"angiosperm",21.3786457888782,439.875
"1657","Grewia flavescens","tropical","AM",0,"angiosperm",22.0437500178814,501
"1658","Grewia glabra","tropical","AM",0,"angiosperm",21.6124999523163,1916
"1659","Grewia monticola","tropical","AM",0,"angiosperm",20.78611123893,471
"1661","Grewia optiva","tropical","AM",0,"angiosperm",16.304166773955,1874
"1662","Grewia villosa","tropical","AM",0,"angiosperm",20.6777777241336,662
"1663","Grias neuberthii","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1664","Griselinia littoralis","temperate","AM",0,"angiosperm",11.3263888764713,2878
"1665","Guapira macrocarpa","tropical","ECM",0,"angiosperm",24.900000333786,1074
"1666","Guapira opposita","tropical","ECM",0,"angiosperm",19.9808332602183,1492.6
"1667","Guarea bullata","tropical","AM",0,"angiosperm",25.5527777936723,2313
"1668","Guarea carinata","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1669","Guarea ecuadoriensis","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1670","Guarea excelsa","tropical","AM",0,"angiosperm",24.0874998569489,1761.4
"1671","Guarea falsakunth","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1672","Guarea fistulosa","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1673","Guarea gigakunth","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1675","Guarea gomma","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1677","Guarea guentheri","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1678","Guarea guenthfuzzy","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1679","Guarea guidonia","tropical","AM",0,"angiosperm",25.6161458790302,1978.125
"1680","Guarea kunthiana","tropical","AM",0,"angiosperm",25.3968750437101,2870.75
"1681","Guarea macrophylla","tropical","AM",0,"angiosperm",25.3059524468013,3026.71428571429
"1682","Guarea patricio","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1684","Guarea pubescens","tropical","AM",0,"angiosperm",25.40625,2683
"1685","Guarea purusana","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1686","Guarea rhopalocarpa","tropical","AM",0,"angiosperm",19.9916667143504,2383
"1687","Guarea scabra","tropical","AM",0,"angiosperm",25.0916666984558,3244
"1688","Guarea silvatica","tropical","AM",0,"angiosperm",25.344791730245,3200.25
"1689","Guatteria aeruginosa","tropical","AM",0,"angiosperm",26.875,1933
"1690","Guatteria amplifolia","tropical","AM",0,"angiosperm",24.7637500603994,3031.6
"1691","Guatteria asplundiana","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1692","Guatteria blepharophylla","tropical","AM",0,"angiosperm",25.4895834128062,3221
"1694","Guatteria chiriquiensis","tropical","AM",0,"angiosperm",25.9374999558484,3280.66666666667
"1695","Guatteria citriodora","tropical","AM",0,"angiosperm",25.6291667090522,2888.33333333333
"1696","Guatteria decurrens","tropical","AM",0,"angiosperm",26.2291665871938,2523
"1697","Guatteria dumetorum","tropical","AM",0,"angiosperm",26.1305555502574,2317.66666666667
"1698","Guatteria glaberrima","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1699","Guatteria gransmoothie","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1700","Guatteria guianensis","tropical","AM",0,"angiosperm",25.5611111323039,2914.33333333333
"1701","Guatteria megalophylla","tropical","AM",0,"angiosperm",26.2708333333333,2435
"1702","Guatteria multivenia","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1703","Guatteria olivacea","tropical","AM",0,"angiosperm",26.2708333333333,2435
"1704","Guatteria oliviformis","tropical","AM",0,"angiosperm",14.620833158493,2286
"1705","Guatteria planerdorita","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1706","Guatteria poeppigiana","tropical","AM",0,"angiosperm",25.5041666030884,2251
"1707","Guatteria pudica","tropical","AM",0,"angiosperm",25.0979167143504,3066.7
"1708","Guatteria punctomarron","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1709","Guatteria recurvisepala","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1710","Guatteria schomburgkiana","tropical","AM",0,"angiosperm",25.858333322737,2156.33333333333
"1711","Guatteria villosissima","tropical","AM",0,"angiosperm",25.8416666984558,1880
"1712","Guatteria wachenheimii","tropical","AM",0,"angiosperm",25.9391668478648,2732.6
"1713","Guazuma ulmifolia","tropical","AM",0,"angiosperm",26.3743054999246,1734.16666666667
"1714","Guettarda acreana","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1717","Gustavia elliptica","tropical","AM",0,"angiosperm",26.3333332538605,2386
"1718","Gustavia hexapetala","tropical","AM",0,"angiosperm",25.7194820116232,2874.27027027027
"1719","Gustavia longifolia","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1721","Gymnopodium floribundum","tropical","ECM",0,"angiosperm",26.0319443808662,791.333333333333
"1722","Gymnosporia buxifolia","tropical","AM",0,"angiosperm",21.177651571505,977.545454545455
"1723","Gymnosporia senegalensis","tropical","AM",0,"angiosperm",21.2563889371024,933.6
"1726","Haldina cordifolia","tropical","AM",0,"angiosperm",22.1708331902822,1289
"1727","Halesia tetraptera","temperate","AM",0,"angiosperm",10.3375001102686,991
"1731","Halocarpus biformis","temperate","AM",0,"gymnosperm",13.9041666686535,1295
"1732","Halocarpus kirkii","temperate","AM",0,"gymnosperm",13.9041666686535,1295
"1734","Hamelia patens","tropical","AM",0,"angiosperm",26.0744046199889,1378.28571428571
"1735","Hampea appendiculata","tropical","AM",0,"angiosperm",19.9916667143504,2383
"1737","Hancornia speciosa","tropical","AM",0,"angiosperm",20.7583334445953,1303
"1738","Handroanthus impetiginosus","tropical","AM",0,"angiosperm",26.6291666825612,3211
"1739","Haploclathra cordata","tropical","AM",0,"angiosperm",26.3249999682109,2588
"1740","Haplophyllum tragacanthoides","temperate","AM",0,"angiosperm",4.00833336822689,162
"1741","Hardwickia binata","tropical","AM",0,"angiosperm",24.8569444815318,1321.33333333333
"1743","Harpullia cupanioides","tropical","AM",0,"angiosperm",23.2458333969116,1357
"1752","Hedera helix","boreal","AM",0,"angiosperm",9.22516669978698,855.44
"1753","Hedera nepalensis","temperate","AM",0,"angiosperm",7.91250004371007,841
"1754","Hedycarya arborea","temperate","AM",0,"angiosperm",12.2375000119209,2315
"1757","Hedyosmum scabrum","tropical","AM",0,"angiosperm",15.4208334287008,633
"1758","Hedyotis centranthoides","tropical","AM",0,"angiosperm",16.2791666487853,1660.5
"1759","Hedysarum scoparium","temperate","AM",1,"angiosperm",7.18125003503842,220
"1760","Heisteria acuminata","tropical","AM",0,"angiosperm",25.2791667779287,2893.66666666667
"1761","Heisteria concinna","tropical","AM",0,"angiosperm",26.3499999841054,2402
"1762","Heisteria densifrons","tropical","AM",0,"angiosperm",25.6875,2814
"1763","Heisteria flacarco","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1764","Heisteria multiglan","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1765","Heisteria nitida","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1766","Heisteria spruceana","tropical","AM",0,"angiosperm",25.5041666030884,2251
"1767","Helianthemum nummularium","temperate","ECM",0,"angiosperm",7.5724359299295,1060.38461538462
"1770","Helianthostylis sprucei","tropical","AM",0,"angiosperm",26.2708333333333,2435
"1772","Helicia formosana","tropical","AM",0,"angiosperm",21.762499888738,1790
"1773","Helicostylis pedunculata","tropical","AM",0,"angiosperm",25.5114583671093,2744.75
"1774","Helicostylis scabra","tropical","AM",0,"angiosperm",26.2250000635783,3152
"1775","Helicostylis tomentosa","tropical","AM",0,"angiosperm",25.6395834154553,2769.5
"1776","Helicteres angustifolia","tropical","AM",0,"angiosperm",22.5708334445953,1670
"1777","Helicteres guazumifolia","tropical","AM",0,"angiosperm",25.870833158493,1629
"1778","Heliocarpus americanus","tropical","AM",0,"angiosperm",25.6208333969116,1142
"1781","Helleborus foetidus","temperate","AM",0,"angiosperm",17.366666773955,421
"1782","Helleborus lividus","temperate","AM",0,"angiosperm",17.366666773955,421
"1784","Henriettea tuberculosa","tropical","AM",0,"angiosperm",24.2305555873447,2693
"1785","Heritiera parvifolia","tropical","AM",0,"angiosperm",23.533333281676,1513.5
"1786","Herrania cuatrecasana","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1788","Hevea brasiliensis","tropical","AM",0,"angiosperm",23.3502976071267,1712.64285714286
"1789","Hevea guianensis","tropical","AM",0,"angiosperm",25.8797348268104,2692.59090909091
"1790","Hevea pauciflora","tropical","AM",0,"angiosperm",26.1083331902822,2661.5
"1791","Hibbertia bracteata","temperate","AM",0,"angiosperm",17.7173610760106,1249.66666666667
"1792","Hibbertia huegelii","temperate","AM",0,"angiosperm",18.5722221069866,716.333333333333
"1796","Hibbertia subvaginata","temperate","AM",0,"angiosperm",18.5722221069866,716.333333333333
"1797","Hibiscus rosa-sinensis","tropical","AM",0,"angiosperm",26.3458332353168,1044
"1799","Himatanthus sucuuba","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1801","Hippocratea volubilis","tropical","AM",0,"angiosperm",26.3618055184682,1805.66666666667
"1802","Hippophae rhamnoides","temperate","AM",1,"angiosperm",8.99537038320193,639.925925925926
"1803","Hippophae tibetana","tropical","AM",1,"angiosperm",-3.5333333859841,384
"1805","Hirtella bicornis","tropical","AM",0,"angiosperm",26.0166667461395,2601.4
"1806","Hirtella excelsa","tropical","AM",0,"angiosperm",25.3027778466543,2909
"1807","Hirtella glandulosa","tropical","AM",0,"angiosperm",25.4100000699361,3083.2
"1809","Hirtella racemosa","tropical","AM",0,"angiosperm",25.8599999586741,2090.6
"1811","Hirtella triandra","tropical","AM",0,"angiosperm",25.7250000476837,1356.2
"1812","Hoheria sexstylosa","temperate","AM",0,"angiosperm",13.9041666686535,1295
"1813","Holarrhena antidysenterica","tropical","AM",0,"angiosperm",23.2458333969116,1357
"1814","Holarrhena floribunda","tropical","AM",0,"angiosperm",25.5083334445953,1206
"1815","Holboellia angustifolia","temperate","AM",0,"angiosperm",7.91250004371007,841
"1816","Holocalyx balansae","tropical","AM",0,"angiosperm",20.1791666944822,1345.5
"1817","Holodiscus discolor","temperate","AM",0,"angiosperm",13.7347221838103,594.833333333333
"1819","Homalanthus populneus","tropical","AM",0,"angiosperm",21.6124999523163,1916
"1820","Hopea chinensis","tropical","ECM",0,"angiosperm",22.1833332975705,1680.5
"1821","Hopea ferrea","tropical","ECM",0,"angiosperm",25.1541666984558,1118
"1822","Hopea hainanensis","tropical","ECM",0,"angiosperm",22.7927082578341,1566
"1823","Huberodendron swietenioides","tropical","AM",0,"angiosperm",25.2208335399628,2451
"1824","Huertea glandulosa","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1825","Humiria balsamifera","tropical","AM",0,"angiosperm",26.2000000079473,3052.5
"1826","Hura crepitans","tropical","AM",0,"angiosperm",25.8225000540415,1555.8
"1828","Hydrangea hirta","temperate","AM",0,"angiosperm",13.0458333479861,1827
"1829","Hydrangea paniculata","tropical","AM",0,"angiosperm",13.9083333277454,1160.6
"1831","Hymenaea courbaril","tropical","AM",0,"angiosperm",20.7583334445953,1303
"1832","Hymenaea stigonocarpa","tropical","AM",0,"angiosperm",22.6291668017705,1428
"1833","Hymenolobium flavum","tropical","AM",1,"angiosperm",25.4916667938232,3106
"1834","Hyospathe elegans","tropical","AM",0,"angiosperm",25.3083333969116,3115
"1837","Hypericum balearicum","temperate","AM",0,"angiosperm",15.7000000178814,536
"1841","Hypericum uralum","tropical","AM",0,"angiosperm",15.4874999324481,968
"1843","Hyptis emoryi","temperate","AM",0,"angiosperm",14.7000000585491,313
"1845","Ilex aquifolium","boreal","AM",0,"angiosperm",9.44745377589155,849.111111111111
"1846","Ilex asprella","tropical","AM",0,"angiosperm",20.9333333571752,1473
"1848","Ilex chinensis","temperate","AM",0,"angiosperm",15.7249999642372,1340.5
"1849","Ilex cochinchinensis","tropical","AM",0,"angiosperm",22.3083333969116,1774
"1850","Ilex corallina","tropical","AM",0,"angiosperm",11.6458334252238,985
"1852","Ilex cornuta","temperate","AM",0,"angiosperm",15.6458333606521,1031
"1854","Ilex dipyrena","tropical","AM",0,"angiosperm",16.304166773955,1874
"1855","Ilex discolor","tropical","AM",0,"angiosperm",19.6895833114783,1029.5
"1856","Ilex gintungensis","tropical","AM",0,"angiosperm",11.6458334252238,985
"1857","Ilex godajam","tropical","AM",0,"angiosperm",20.5000000397364,1579
